,job_title,short_desc,skills,predicted_job_title
27,business analyst,"for 100 years western financial group, a canadian insurance brokerage has listened to and cared for over 1 million customers. a career at western will challenge you while offering opportunities for continuous development.","for,year,western,financial,group,canadian,insurance,brokerage,listened,cared,million,customer,a,career,western,challenge,offering,opportunity,continuous,development,business,operation,analyst,unique,opportunity,join,emerging,team,responsible,identifying,driving,business,initiative,aimed,growth,profitability,productivity,efficiency,this,role,come,ability,work,remotely,reporting,manager,business,performance,initiative,business,operation,analyst,work,cross-functional,team,support,operationalization,strategic,priority,business,initiative,this,role,support,retail,operation,business,executive,team,responsible,mapping,operational,requirement,defining,problem,identifying,opportunity,analyzing,alternative,supporting,implementation,solution,it,requires,ability,understand,driver,business,performance,strong,data,extraction,analysis,skill,supported,ability,clearly,articulate,communicate,various,stakeholder,accountability,structure,business,problem,identifying,interdependency,organizing,information,facilitate,business,decision-making,analytics,–,researching,analyzing,suggesting,solution,course,action,achieve,pre-determined,business,goal,performance,management,–,understanding,business,goal,developing,tracking,reporting,performance,metric,relationship,management,–,building,respectful,effective,communication,relationship,cross-functional,team,leader,support,delivery,initiative,reporting,documentation,–,creating,clear,concise,presentation,document,support,ongoing,business,review,planning,decision,making,compiling,summarizing,data,special,project,report,executive,mandate,our,team,environment,we,work,together,every,day,build,authentic,relationship,customer,we,enjoy,fast-paced,multi-faceted,environment,make,effort,celebrate,everyone’s,success,team,we,value,hard,work,making,sure,customer,accurate,coverage,need,see,difference,make,community,specific,self-starter,ability,understand,mandate,define,analyze,problem,uncover,insight,recommend,alternative,attention,detail,accuracy,ability,meet,deadline,adaptable,changing,business,need,ability,manage,multiple,deliverable,minimum,years’,demonstrated,experience,operational,analyst,role,focusing,data,driven,analysis,internal,consulting,role,university,degree,diploma,related,field,equivalent,combination,education,experience,strong,understanding,customer,focused,decision,making,advanced,knowledge,microsoft,excel,-,pivot,table,vlookup,macro,etc,cognos,query,data,extraction,working,knowledge,business,intelligence,tool,strongly,preferred,your,safety,top,priority,in,accordance,canadian,health,authority,recommendation,taken,step,ensure,safety,employee,working,branch,office,currently,work,environment,may,look,different,usual,however,committed,supporting,client,community,operate,hour,location,remote,position,–,western,canada,requisition,western,provides,full,time,employee,competitive,compensation,package,consisting,weeks’,vacation,(based,standard,work,week),paid,personal,day,company,matched,investment,saving,program,employer,paid,group,benefit,includes,health,care,spending,account,western,financial,group,charitable,foundation,the,western,financial,group,community,foundation,day,ago,report,job",business analyst
28,data analyst,"frostbite data analyst
frostbite
","frostbite,data,analyst,frostbite,frostbite,ea’s,state-of-the-art,multi-platform,game,development,engine,our,global,team,empowers,game,creator,shape,future,gaming,developing,creative,engine,feature,outstanding,tool,we,honored,thousand,game,developer,world,using,frostbite,create,amazing,game,player,experience,industry,come,join,frostbite,analytics,team,work,directly,game,creation,data,platform,frostbite,engine,you’ll,report,frostbite’s,product,manager,analytics,we,develop,system,allow,u,see,game,maker,across,ea,building,game,bring,insight,product,team,improve,experience,a,data,analyst,partner,data,engineer,produce,clear,insight,focus,apply,effort,measure,progress,impactful,goal,join,u,making,frostbite,even,easier,ea,game,creator,bring,creative,idea,life,intuitive,efficient,workflow,responsibility,help,frostbite,game,team,partner,define,problem,identify,data,required,insight,conduct,analysis,using,statistical,software,database,spreadsheet,reporting,tool,develop,script,query,import,clean,transform,enhance,data,develop,statistical,analysis,model,hypothesis,testing,prediction,inference,build,live,data,dashboard,complete,user,documentation,perform,quality,assurance,ensure,data,accuracy,consistency,present,analysis,conclusion,frostbite,game,team,partner,clear,understandable,valuable,way,track,important,metric,develop,system,automate,monitoring,alert,provide,feedback,data,engineering,team,improve,data,quality,minimize,data,cleanup,qualification,bachelor,degree,technical,field,(,computer,science,statistic,engineering,mathematics,economics,equivalent,field),year,work,experience,similar,role,year,experience,using,m,excel,tableau,power,bi,similar,tool,high,degree,proficiency,experienced,data,storage,database,writing,performance,reusable,sql,code,retrieve,data,able,write,efficient,python,r,code,answer,data,analysis,question,more,about,you,delighted,taking,complex,set,data,distilling,simple,easy,understand,visuals,committed,continuous,improvement,development,process,productivity,enjoy,working,learning,culture,working,team,setting,day,ago,report,job",data analyst
29,business,"what we're looking for
the ba/data analyst will conduct full lifecycle analysis of all marketing reporting and analytics to include requirements, activities and design of dashboards and self-serve analytics outcomes.
","what,looking,the,ba,data,analyst,conduct,full,lifecycle,analysis,marketing,reporting,analytics,include,requirement,activity,design,dashboard,self-serve,analytics,outcome,what,lead,data-driven,marketing,campaign,reporting,dashboarding,noise,client,collaborate,multiple,team,serving,go-between,end-users,developer,ensure,product,information,properly,disseminated,work,closely,internal,team,identify,customer,need,establish,way,upon,customer,need,met,maximum,benefit,satisfaction,gather,understand,client,need,requirement,reporting,participate,system,development,life,cycle,visualization,maintenance,verification,requirement,various,project,draft,proposal,requirement,timeline,custom,reporting,solution,configure,data,source,share,data,web,analytics,business,intelligence,tool,develop,interpret,report,web,analytics,business,intelligence,tool,build,dashboard,across,multiple,business,intelligence,platform,monitor,performance,quality,control,plan,identify,improvement,articulate,data-driven,recommendation,create,appropriate,documentation,allows,stakeholder,understand,step,data,analysis,process,duplicate,replicate,analysis,necessary,what,need,bring,college,degree,mba,preferably,mathematics,statistic,data,science,web,analytics,certification,applicable,training,experience,data,visualization,tool,tableau,power,bi,looker,data,studio,etc,),experience,querying,analyzing,data,large,database,sql,google,bigquery,amazon,redshift,r,proficiency,sql,(mysql,mssql,server,postgresql),query,analyze,data,experience,importing,analytics,data,via,apis,spreadsheet,(via,r,python,appscript,supermetrics),some,experience,r,python,data,collection,(from,api’s,databases),analysis,visualization,reporting,dashboard,basic,javascript,knowledge,additional,skill,excellent,written,verbal,communication,presentation,skill,experience,microsoft,office,application,ability,work,independently,part,team,team,attend,regularly,scheduled,office,meeting,developmental,activity,regular,meeting,formal,training,existing,data,model,training,objective,the,successful,candidate,expand,existing,proficiency,learning,additional,skill,including,certification,applicable,google,cloud,proficiency,advanced,proficiency,using,gcp,tool,including,bigquery,looker,pubsub,dataprep,etc,google,marketing,platform,proficiency,develop,advanced,proficiency,gmp,platform,understanding,opportunity,data,capture,processing,activation,day,ago,report,job",business
30,developer,"job description:

","job,description,in,accordance,vision,purpose,value,strategic,direction,vancouver,island,health,authority,patient,safety,priority,responsibility,shared,everyone,viha,requirement,continuously,improve,quality,safety,inherent,aspect,position,the,developer,business,intelligence,(bi),information,delivery,work,closely,program,leader,bi,team,build,datasets,tool,custom,report,support,strategic,planning,performance,monitoring,analysis,board,director,chief,executive,officer,(ceo),executive,management,team,the,developer,play,pivotal,role,clarifying,business,need,non-technical,stakeholder,translating,requirement,analytical,tool,report,information,delivery,mechanism,support,effective,efficient,decision,support,stakeholder,many,level,organization,qualification,education,training,and,experience,a,level,education,training,experience,equivalent,bachelor,degree,health,information,science,related,discipline,five,(5),year,experience,information,management,analysis,reporting,skill,and,ability,advanced,knowledge,experience,data,processing,information,system,tool,ibm,cognos,business,intelligence,software,application,m,access,m,excel,advanced,proficiency,web-browser,related,tool,desktop,analytical,tool,including,olap,project,management,knowledge,experience,excellent,analytical,system,problem,solving,skill,a,good,understanding,appreciation,diversity,information,health,care,cross-department,system,process,ability,work,dynamic,challenging,environment,part,small,high-functioning,team,ability,organize,workload,adjust,priority,work,minimal,supervision,effective,interpersonal,verbal,written,communication,skill,ability,keep,skill,set,date,new,technology,introduced,workplace,knowledge,healthcare,operation,asset,physical,ability,perform,duty,role,job,requirement,http,jd,viha,ca,jd3416,pdf,day,ago,report,job",developer
31,dba (database analyst),,"equivalent,experience,other,language,mandarin,management,system,(erp,db),m,access,specific,skill,collect,document,user,requirement,design,develop,database,operate,database,management,system,analyze,data,develop,policy,procedure,network,access,usage,backup,recovery,data,conduct,research,provide,advice,information,system,professional,regarding,collection,availability,suitability,data,work,condition,physical,capability,fast-paced,environment,work,pressure,attention,detail,computer,technology,knowledge,database,software,data,analysis,software,m,office,personal,suitability,accurate,team,player,excellent,oral,communication,excellent,written,communication,judgement,teleworking,information,remote,work,available,canadian,job,bank,day,ago,report,job",dba  database analyst 
32,analyst,"job requisition id: 102542
business function: operations support
","job,requisition,id,business,function,operation,support,primary,city,moncton,other,location(s),saint,john,nb,province,new,brunswick,employment,type,full-time,employment,status,permanent,language,requirement,bilingual,imperative,(bbbb),employee,class,level,upcea05,working,hour,number,vacancy,salary,job,closing,date,(mm,dd,yyyy),job,description,the,analyst,operation,data,integrity,accountable,analysis,interpretation,corporate,volume,data,reported,provided,mail,processing,collection,delivery,retail,operation,group,ensure,accuracy,integrity,timeliness,data,this,job,requires,good,knowledge,product,specification,rate,mail,operation,mail,flow,system,tool,process,ability,apply,date,technique,practice,data,collection,analysis,reporting,statistical,analysis,the,incumbent,also,accountable,provision,first-line,support,data,collection,reporting,system,within,mail,operation,group,including,identification,system,problem,initiation,appropriate,corrective,action,provision,technical,expertise,coaching,first,line,operation,management,job,responsibility,below,main,job,requirement,responsibility,analyst,operation,data,integrity,(volume),collect,compiles,process,information,related,volume,mail,operation,activity,distribution,performance,indicator,client,appropriate,report,ensures,accurate,record,documentation,maintained,document,cross-referenced,ensure,data,accuracy,integrity,provides,analysis,interpretation,data,including,anomaly,trend,forecasting,estimate,financial,performance,impact,operational,decision,ensures,data,reported,clear,understandable,fashion,appropriate,it’s,intended,user,work,closely,end,user,ensure,report,understood,question,concern,responded,review,maintains,system,procedure,documentation,current,reflect,change,mail,flow,process,performs,audit,verify,compliance,process,standard,take,appropriate,corrective,action,issue,discovered,coordinate,activity,related,data,collection,recording,reporting,mail,processing,collection,delivery,retail,operation,group,ensures,data,verified,applies,knowledge,mail,operation,ensure,data,reporting,error,immediately,identified,appropriate,corrective,action,taken,verifies,performance,measurement,operation,statistic,standard,identify,operational,problem,recommend,solution,job,responsibility,(continued),provides,feedback,training,support,operation,community,well,colleague,work,unit,data,system,utilization,proper,procedure,identifies,system,user,deficiency,liaises,necessary,others,facilitate,resolution,deficiency,including,developing,job,aid,address,issue,work,closely,management,team,employee,increase,comfort,efficiency,providing,interpreting,corporate,data,communicates,internal,group,explain,discus,change,method,collecting,sampling,auditing,data,provides,expert,advice,management,team,option,alternative,current,practice,act,focal,point,communication,ho,policy,procedure,related,performance,indicator,system,reporting,maintains,thorough,knowledge,corporate,software,system,order,efficiently,generate,maintain,various,report,spreadsheet,database,chart,communication,presentation,material,may,required,contact,internal,external,supplier,general,equipment,work,area,ensuring,equipment,repaired,replaced,timely,manner,circumstance,dictate,situation,reported,escalated,appropriate,qualification,education,completion,secondary,school,according,provincial,standard,equivalent,(ged),required,and,completion,post-secondary,(college,university),course(s),related,field,required,experience,2-4,year,related,work,experience,required,other,candidate,requirement,good,knowledge,product,specification,rate,mail,operation,mail,good,knowledge,ability,apply,date,technique,practice,data,collection,analysis,reporting,statistical,analysis,background,production,management,reporting,cost,accounting,statistical,analysis,superior,database,management,good,understanding,m,excel,m,access,sap,r3,sap,bw,strong,analytical,skill,familiarity,lean,manufacturing,other,information,safety,sensitive,position,this,position,may,considered,safety,sensitive,position,employment,equity,canada,post,committed,employment,equity,encourages,application,woman,aboriginal,people,person,disability,visible,minority,conflict,interest,the,conflict,interest,policy,prohibits,employee,hiring,supervising,reporting,directly,indirectly,via,reporting,hierarchy,immediate,family,close,personal,relation,should,feel,may,actual,potential,conflict,interest,regard,job,opportunity,must,communicate,designated,human,resource,representative,accommodation,if,contacted,canada,post,regarding,job,opportunity,testing,please,advise,require,accommodation,important,message,your,application,must,clearly,demonstrate,meet,requirement,canada,post,cannot,make,assumption,education,experience,we,thank,apply,only,selected,consideration,contacted,leadership,behaviour,decision,making,–,a,champion,organization,take,calculated,risk,make,prudent,common,sense,decision,current,issue,future,opportunity,resource,requirement,timely,well,thought,manner,aligns,corporation,best,interest,accountability,–,an,individual,strives,performance,excellence,hold,direct,report,accountable,decision,action,learning,mistake,intended,result,achieved,business,orientation,–,a,proactive,individual,understands,competitive,nature,business,committed,sustaining,business,excellent,customer,service,new,business,opportunity,execution,–,a,focused,self-motivated,individual,act,sense,urgency,delivers,time,within,budget,dealing,effectively,challenge,ambiguous,situation,leading,people,–,a,compelling,communicator,leader,engages,motivates,inspires,others,achieve,result,encourages,personal,growth,finding,better,way,thing,our,value,canada,post’s,corporate,value,reflect,principle,belief,aspiration,guide,behaviour,shape,culture,transformation,–,we,innovate,transform,win,marketplace,customer,–,we,serve,canadian,pride,passion,integrity,–,we,act,responsibly,integrity,respect,–,we,treat,fairness,respect,safety,–,we,committed,safe,healthy,environment,stakeholder,canada,post,day,ago,report,job",analyst
33,data analyst,"data analyst – dartmouth

","data,analyst,–,dartmouth,chart,your,course,with,fleetway,inc,about,u,with,strong,foundation,established,year,fleetway,offer,comprehensive,capability,engineering,technical,logistics,management,service,we,built,outstanding,team,people,partner,invested,tool,earned,exemplary,track,record,servicing,customer,fleetway,experience,includes,project,design,development,project,implementation,in-service,support,disposal,service,serving,commercial,government,client,marine,naval,oil,gas,industrial,sector,people,credential,infrastructure,proven,track,record,provide,customer,service,excellence,value,looking,we,uphold,highest,standard,quality,safety,security,registered,iso,designation,we,looking,qualified,data,analyst,dartmouth,n,office,reporting,manager,data,innovation,data,analyst,lead,design,development,intuitive,engaging,insightful,reporting,analytics,they,design,implement,manage,reporting,analytics,strategy,support,overall,corporate,data,strategy,providing,thoughtful,leadership,coaching,mentorship,across,organization,they,scrutinize,interpret,information,create,meaningful,result,help,organization,client,understand,large,datasets,enable,u,make,important,decision,they,work,directly,multiple,department,design,develop,departmental,reporting,dashboard,they,bring,unbeatable,tenacity,great,presentation,skill,keen,eye,detail!,qualification,college,diploma,one,following,field,mathematics,finance,statistic,economics,data,analytics,2-5+,year,experience,field,data,analysis,fluent,tableau,power,bi,experience,sql,oracle,r,python,preferred,expertise,experience,assisting,digital,transformation,large,organization,must,eligible,meet,requirement,canadian,government,security,clearance,key,responsibility,outcome,you,develop,reporting,solution,internal,department,client,data,extraction,corrupt,data,elimination,assessing,quality,data,you,manage,data,set,within,data,warehouse,work,it,database,change,this,could,include,capturing,new,data,input,working,vendor,creating,exciting,innovative,data,solution,client,you,innovation,leader!,you,big,data,deep,learning,experience,idea,transform,real,world,project,you,enjoy,telling,narrative,figuring,“why"",you,comfortable,mentoring,coaching,organization,level,data,principle,technique,tool,use,report,dashboard,creation,you,love,new,challenge,curious,mindset,communication,skill,excellent!,what,we,offer,the,successful,candidate,receive,competitive,salary,commensurate,skill,ability,experience,along,comprehensive,package,including,health,wellness,benefit,(including,fitness,reimbursement),flexible,work,hour,core,office,hour,enrollment,company,rrsp,matching,program,company,jacket,casual,friday,access,on-site,gym,additionally,covering,letter,ask,could,identify,work,background,experience,aligns,job,profile,requirement,we,appreciate,interest,company!,only,candidate,selected,interview,contacted,note,the,recruiter,reviewing,interviewing,eligible,applicant,position,received,if,interested,posting,encouraged,apply,soon,possible,to,apply,career,opportunity,please,apply,online,soon,possible,j,d,irving,day,ago,report,job",data analyst
34,data analyst,join us as we work towards microsoft’s mission of empowering every person and every organization on the planet to achieve more. the modern life experiences (mlx) team is expanding its global footprint and we need your help in bringing consumer products directly to the people who need them.,"join,u,work,towards,microsoft’s,mission,empowering,every,person,every,organization,planet,achieve,the,modern,life,experience,(mlx),team,expanding,global,footprint,need,help,bringing,consumer,product,directly,people,need,we,agile,team,microsoft,goal,developing,consumer,feature,modern,workforce,across,surface,platform,we,work,collaboratively,iterate,quickly,we,keep,alive,inherently,startup-like,risk-taking,culture,also,take,responsibility,seriously,carry,one,world,recognizable,software,brand,name,-,microsoft,our,mission,build,customer-driven,experience,transform,personal,data,personal,value,empower,modern,achiever,family,accomplish,matter,by,creating,easy-to-use,mobile,web,experience,helping,individual,family,gain,peace,mind,ultimately,allow,focus,what’s,important,we,looking,data,scientist,passion,knowledge,customer,lifecycle,user,behavior,join,cross-functional,data,team,you’ll,sit,right,junction,product,marketing,engineering,help,u,understand,current,state,customer,come,hypothesis,improving,product,recommend,experiment,you’ll,contribute,data,integrity,constantly,help,improve,internal,process,this,great,opportunity,apply,statistical,advanced,data,science,technique,engagement,retention,growth,program,meaningful,visible,impact,business,responsibility,work,product,define,business,metric,feature,success,metric,apply,advanced,analytical,modeling,method,improve,user,retention,engagement,conversion,metric,provide,comprehensive,analysis,funnel,conversion,perform,ad-hoc,deep-dive,user,behavior,visualize,finding,dashboard,base,product,decision,making,propose,experimental,design,optimize,business,strategy,across,product,surface,marketing,channel,communicate,campaign,experiment,result,internal,audience,make,recommendation,product,roadmap,decision,keep,date,latest,advance,field,apply,organization,qualification,strong,understanding,funnel,optimization,best,practice,positively,impact,key,business,metric,understanding,statistical,analysis,experimental,design,ab,testing,managing,priority,stakeholder,expectation,ability,communicate,insight,verbally,visually,written,ability,collaborate,product,streamline,requirement,actionable,deliverable,1-2,year,experience,using,analytics,solve,problem,understand,user,behavior,drive,business,decision,statistical,knowledge,sql,performing,analysis,large,datasets,using,python,r,experience,distributed,computing,data,pipeline,(hadoop,spark,etc,),experience,data,collection,data,pipeline,plus,machine,learning,modeling,experience,plus,knowledge,internal,microsoft,data,science,(azure,ml,cosmos,scope,etc),tool,plus,b,ba,degree,math,engineering,c,another,quantitative,field,joinmlx,joinmlxvancouver,microsoft,equal,opportunity,employer,all,qualified,applicant,receive,consideration,employment,without,regard,age,ancestry,color,family,medical,care,leave,gender,identity,expression,genetic,information,marital,status,medical,condition,national,origin,physical,mental,disability,political,affiliation,protected,veteran,status,race,religion,sex,(including,pregnancy),sexual,orientation,characteristic,protected,applicable,law,regulation,ordinance,if,need,assistance,reasonable,accommodation,due,disability,application,recruiting,process,please,send,request,via,accommodation,request,form,benefit,perk,listed,may,vary,depending,nature,employment,microsoft,country,work,30+,day,ago,report,job",data analyst
35,programmer analyst,,"business,equipment,computer,application,m,sql,server,microsoft,visual,studio,specific,skill,write,modify,integrate,test,software,code,identify,communicate,technical,problem,process,solution,maintain,existing,computer,program,making,modification,required,write,modify,integrate,test,software,code,e-commerce,internet,application,programming,language,sql,security,safety,criminal,record,check,enhanced,reliability,security,clearance,work,condition,physical,capability,fast-paced,environment,attention,detail,tight,deadline,computer,technology,knowledge,spreadsheet,m,window,programming,language,software,development,data,analysis,software,m,office,sharepoint,personal,suitability,effective,interpersonal,skill,accurate,excellent,oral,communication,excellent,written,communication,organized,canadian,job,bank,day,ago,report,job",programmer analyst
36,data analyst i,"regular, full-time
does the idea of data, where it comes from, how and why we use it, and under what authority, delight you? do you get excited by helping people analyze their data?
","regular,full-time,doe,idea,data,come,use,authority,delight,do,get,excited,helping,people,analyze,data,data,like,puzzle,you,enjoy,understanding,data,linking,policy,recognizing,relationship,information,data,classified,owns,legislation,enables,college,gather,use,you,managed,database,data,warehouse,know,deliver,excellent,customer,service,if,sound,like,bc,college,nurse,midwife,(bccnm),hiring,data,analyst,i,(da,i),operation,department,in,role,work,closely,information,system,team,identify,facilitate,collection,analysis,accurate,reliable,data,bccnm,make,various,informed,business,decision,who,please,note,on,sept,bc,college,nursing,professional,(bccnp),college,midwife,bc,(cmbc),amalgamated,become,bc,college,nurse,midwife,(bccnm),bccnm,college,empowered,health,profession,act,regulate,practice,licensed,practical,nurse,nurse,practitioner,registered,midwife,registered,nurse,registered,psychiatric,nurse,british,columbia,regulation,help,protect,public,ensuring,professional,care,service,received,public,competent,ethical,meet,standard,society,view,acceptable,at,bccnm,u,strives,meet,commitment,following,value,maintain,workplace,respectful,support,well-being,every,bccnm,employee,trust,essential,better,together,speak,truth,protect,public,stay,curious,a,member,team,expect,treated,respectful,professional,manner,while,workload,busy,college,support,staff,achieving,healthy,work-life,balance,what,reporting,manager,information,operation,risk,data,analyst,i,(da,i),requires,understanding,bccnm’s,mandate,statutory,obligation,collect,process,disclose,information,legislative,framework,information,sharing,agreement,signed,external,organization,the,work,da,i,identify,facilitate,collection,accurate,reliable,data,bccnm,make,informed,business,decision,registrant,support,authorized,disclosure,information,support,operational,decision,making,the,da,i,responsible,working,data,owner,ensure,quality,integrity,data,collected,created,bccnm,accurate,reliable,responsibility,translate,requirement,stakeholder,utilize,tool,meet,data,need,address,business,requirement,prepares,clean,analyzes,data,retrieve,data,using,appropriate,tool,process,implement,control,lifecycle,management,data,including,data,preparation,data,analysis,data,modelling,data,evaluation,in,consultation,da,ii,manager,operationalizes,delivery,data,request,survey,report,support,e-discovery,foi,request,ass,data,including,understanding,interrelationship,among,data,element,investigating,data,quality,issue,work,relevant,data,owner,stakeholder,correct,improve,data,quality,issue,review,maintains,data,migration,project,national,registry,responds,request,internal,external,stakeholder,data,develops,report,dashboard,data,extract,meet,reporting,requirement,implement,maintains,data,glossary,data,dictionary,includes,defining,classifying,information,field,operationalizes,routine,transfer,data,external,organization,accordance,bccnm’s,information,sharing,agreement,monitor,verifies,data,extracted,organizational,system,accurate,responds,address,privacy,confidentiality,consideration,relating,request,information,report,collaborates,senior,information,system,security,analyst,improve,data,integrity,confidentiality,availability,collaborates,record,analyst,corporate,risk,analyst,business,analyst,system,analyst,provide,comprehensive,level,support,information,management,bccnm,provides,indirect,support,external,stakeholder,seek,support,collaboration,bccnm,provides,direct,support,bccnm,aspect,data,management,education,skill,a,baccalaureate,degree,mathematics,computer,science,information,management,statistic,year,experience,data,information,reporting,analyst,managing,controlling,data,demonstrated,experience,working,database,(ms,sql),advanced,m,excel,extract,transform,load,(etl),framework,knowledge,experience,reporting,package,business,intelligence,tool,excellent,quantitative,analytical,problem-solving,skill,ability,collect,organize,analyze,disseminate,significant,amount,information,attention,detail,accuracy,demonstrated,knowledge,application,relevant,legislation,ethical,legal,obligation,guideline,relating,privacy,confidentiality,security,information,ability,plan,prioritize,manage,workload,within,time,sensitive,environment,demonstrated,ability,keep,track,industry,trend,data,analytics,including,artificial,intelligence,machine,learning,internet,thing,excellent,oral,written,interpersonal,communication,skill,ability,use,audience,appropriate,communication,language,present,information,analyze,result,convey,concept,ability,work,outside,regular,work,hour,occasion,ensure,smooth,functioning,bccnm-related,system,experience,dynamic,crm,sharepoint,asset,ability,develop,apply,statistic,statistical,method,managing,large,amount,information,experience,range,statistical,analysis,tool,asset,compensation,a,successful,candidate,enjoy,generous,compensation,benefit,package,how,apply,please,forward,resume,cover,letter,indicating,learned,opportunity,career,bccnm,ca,please,reference,title,data,analyst,i,subject,heading,line,the,closing,date,application,march,screening,interview,take,place,application,received,the,start,date,position,asap,note,reference,education,professional,credential,verification,criminal,record,check,required,final,candidate,while,appreciate,response,shortlisted,applicant,contacted,thank,interest,bc,college,nurse,midwife,day,ago,report,job",data analyst i
37,data analyst,"about virtira
headquartered in chester, nova scotia, virtira manages a diverse team of highly motivated individuals working from home across north america.
","about,virtira,headquartered,chester,nova,scotia,virtira,manages,diverse,team,highly,motivated,individual,working,home,across,north,america,we,leader,virtual,team,performance,track,record,assignment,fortune,client,past,decade,our,consulting,project,meeting,facilitation,service,transform,online,team,performance,similarly,sale,beacon,division,spike,productivity,sale,operation,enterprise,account,team,our,in-depth,new,hire,training,mentoring,help,succeed,virtual,intensely,interesting,fast-paced,culture!,job,summary,we,looking,exceptional,data,analyst,this,full-time,temporary,position,requires,type,a,personality,6-8,year,previous,experience,if,enjoy,crunching,number,talent,presenting,information,clearly,assertive,professional,respectful,manner,read,on!,the,role,expected,renew,quarterly,month,potential,extended,additional,6-month,period,this,virtual,position,open,candidate,currently,residing,canada,valid,work,authorization,preference,given,eastern,atlantic,time,zone,live,rural,community,no,problem!,reliable,internet,matter,most!,responsibility,include,limited,develop,dashboard,related,report,within,tableau,strategic,analysis,data,manipulation,reporting,analytics,generation,report,first-level,analysis,highlighting,potential,insight,monthly,quarterly,reporting,reconciliation,creative,input,reporting,sale,team,communicate,data,insight,stakeholder,presentation,executive,briefing,access,management,custom,user,account,creation,implement,stakeholder,training,feedback,session,creating,actionable,report,qualification,skill,strong,proficiency,working,tableau,salesforce,competency,required,exceptional,knowledge,microsoft,office,suite,focus,excel,knowledge,collaboration,tool,conferencing,platform,previous,cisco,experience,asset,especially,reporting,data,ability,track,convey,information,effectively,multiple,stakeholder,exceptional,communication,skill,collaborative,thorough,precise,high,attention,detail,proactive,self-motivated,high,energy,able,work,independently,little,direction,maybe,looking,change,maybe,looking,better,life,either,way,invite,submit,resume,cover,letter,attention,human,resource,(*it,advised,monitor,junk,mail,communication,regarding,application),we,welcome,application,person,disability,accommodate,throughout,selection,process,requested,80h0qdtsow,30+,day,ago,report,job",data analyst
38,1624,"about us:
hands thefamilyhelpnetwork.ca is an organization dedicated to helping children, youth, adults, and families, achieve the best possible care and help they need when they need it the most.","about,u,hand,thefamilyhelpnetwork,ca,organization,dedicated,helping,child,youth,adult,family,achieve,best,possible,care,help,need,need,our,team,provides,service,individual,north,bay,nipissing,muskoka,parry,sound,northern,ontario,year,we,provide,professional,service,area,adult,developmental,service,autism,child,development,child,youth,mental,health,justice,service,navigation,support,position,summary,hand,thefamilyhelpnetwork,ca,seeking,data,analyst,provide,data-driven,analysis,support,development,implementation,strategic,plan,the,data,analyst,develop,evaluate,coordinate,manage,maintain,data,information,reporting,system,sensitivity,they,provide,support,strategy,performance,team,focus,evidence-based,decision-making,the,data,analyst,play,strategic,tactical,role,ensure,client,need,funder,expectation,met,effective,efficient,manner,qualification,bachelor’s,degree,mathematics,economics,business,administration,health,informatics,finance,related,discipline,master’s,degree,would,asset,a,minimum,two,five,(2-5),year,relevant,experience,equivalent,combination,education,training,experience,a,minimum,year,experience,research,data,collection,analysis,reporting,non-academic,environment,demonstrated,ability,data,collection,including,preparation,logic,model,evaluation,framework,process,map,expertise,use,qualitative,quantitative,method,use,creation,statistical,model,data,collection,tool,aptitude,mathematics,statistic,knowledge,statistical,software,application,cognos,preferred,knowledge,gi,mapping,software,application,asset,expert,microsoft,excel,including,vlookup,pivot,table,reporting,expert,microsoft,powerbi,ability,analyze,complex,issue,summarize,key,finding,communicate,finding,effectively,various,stakeholder,group,ability,interpret,project,data,using,various,system,tool,develop,key,performance,indicator,excellent,writing,communication,research,presentation,skill,demonstrated,organizational,interpersonal,relationship,building,skill,ability,consistently,deliver,within,established,deadline,guideline,strong,analytical,problem-solving,critical,thinking,skill,ability,think,act,strategically,ability,utilize,business,intelligence,analytic,tool,excellent,leadership,teamwork,skill,ability,exercise,mature,judgment,work,senior,leader,actively,demonstrate,ongoing,commitment,ensure,safety,safety,fellow,worker,client,family,visitor,volunteer,contribute,lead,culture,safety,prevention,adverse,health,event,organization,demonstrate,ability,commitment,maintain,confidentiality,successful,applicant,required,provide,proof,eligibility,work,canada,prior,commencing,work,preference,given,bilingual,(french,english),candidate,a,valid,ontario,driver’s,licence,use,reliable,motor,vehicle,required,occasional,travel,within,service,territory,ability,insured,agency’s,vehicle,insurance,policy,clear,criminal,record,check,including,vulnerable,sector,search,*,application,process,*,hand,thefamilyhelpnetwork,ca,equal,opportunity,employer,value,importance,diversity,dignity,worth,every,individual,workplace,hand,offer,accommodation,applicant,disability,recruitment,process,if,contacted,hand,regarding,job,opportunity,please,advise,prior,interview,require,accommodation,we,thank,applicant,selected,interview,contacted,please,forward,resume,cover,letter,quoting,competition,1624-21,reference,id,1624-21,contract,length,month,application,deadline,2021-03-09,job,type,full-time,contract,salary,51-,per,hour,schedule,hour,shift,day,ago,report,job",1624
